2024.12.16 20:37:46 INFO  Started: Metals version 1.4.2 in folders '/home/nt/Documents/ФЛП/lb1/lb1' for client Visual Studio Code 1.96.0.
Dec 16, 2024 8:37:46 PM org.eclipse.lsp4j.jsonrpc.services.GenericEndpoint notify
INFO: Unsupported notification method: $/setTrace
2024.12.16 20:37:48 INFO  running '/usr/lib/jvm/java-17-openjdk-amd64/bin/java -Djline.terminal=jline.UnsupportedTerminal -Dsbt.log.noformat=true -Dfile.encoding=UTF-8 -jar /tmp/metals8229082132580227103/sbt-launch.jar -Dbloop.export-jar-classifiers=sources bloopInstall'
2024.12.16 20:37:49 ERROR [info] [launcher] getting org.scala-sbt sbt 1.10.6  (this may take some time)...
2024.12.16 20:37:49 WARN  no build target for: /home/nt/Documents/ФЛП/lb1/lb1/project/metals.sbt
2024.12.16 20:37:49 INFO  no build target found for /home/nt/Documents/ФЛП/lb1/lb1/project/metals.sbt. Using presentation compiler with project's scala-library version: 3.3.4
2024.12.16 20:37:53 ERROR [info] [launcher] getting Scala 2.12.20 (for sbt)...
2024.12.16 20:37:53 INFO  [info] welcome to sbt 1.10.6 (Private Build Java 17.0.9)
2024.12.16 20:37:55 INFO  [info] loading settings for project lb1-build-build from metals.sbt...
2024.12.16 20:37:55 INFO  [info] loading project definition from /home/nt/Documents/ФЛП/lb1/lb1/project/project
2024.12.16 20:37:57 INFO  [info] loading settings for project lb1-build from metals.sbt...
2024.12.16 20:37:57 INFO  [info] loading project definition from /home/nt/Documents/ФЛП/lb1/lb1/project
2024.12.16 20:38:01 INFO  [success] Generated .bloop/lb1-build.json
2024.12.16 20:38:01 INFO  [success] Total time: 3 s, completed Dec 16, 2024, 8:38:01 PM
2024.12.16 20:38:02 INFO  [info] loading settings for project lb1 from build.sbt...
2024.12.16 20:38:02 INFO  [info] set current project to hello-world (in build file:/home/nt/Documents/ФЛП/lb1/lb1/)
2024.12.16 20:38:02 INFO  [success] Generated .bloop/lb1-test.json
2024.12.16 20:38:02 INFO  [success] Generated .bloop/lb1.json
2024.12.16 20:38:02 INFO  [success] Total time: 0 s, completed Dec 16, 2024, 8:38:03 PM
2024.12.16 20:38:03 INFO  time: ran 'sbt bloopInstall' in 14s
2024.12.16 20:38:03 INFO  Attempting to connect to the build server...
2024.12.16 20:38:03 INFO  Found a Bloop server running
2024.12.16 20:38:03 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/nt/Documents/ФЛП/lb1/lb1/.metals/bsp.trace.json or /home/nt/.cache/metals/bsp.trace.json
2024.12.16 20:38:06 INFO  Attempting to connect to the build server...
2024.12.16 20:38:06 INFO  Found a Bloop server running
2024.12.16 20:38:06 INFO  tracing is disabled for protocol BSP, to enable tracing of incoming and outgoing JSON messages create an empty file at /home/nt/Documents/ФЛП/lb1/lb1/project/.metals/bsp.trace.json or /home/nt/.cache/metals/bsp.trace.json
2024.12.16 20:38:10 INFO  time: Connected to build server in 6.57s
2024.12.16 20:38:10 INFO  Connected to Build server: Bloop v2.0.6
2024.12.16 20:38:10 INFO  running doctor check
2024.12.16 20:38:10 INFO  java targets: lb1, lb1-test, lb1-build
2024.12.16 20:38:15 WARN  Could not find java sources in /usr/lib/jvm/src.zip, /usr/lib/jvm/lib/src.zip, /usr/lib/jvm/java-17-openjdk-amd64/src.zip, /usr/lib/jvm/java-17-openjdk-amd64/lib/src.zip. Java symbols will not be available.
2024.12.16 20:38:19 WARN  Could not find java sources in /usr/lib/jvm/src.zip, /usr/lib/jvm/lib/src.zip, /usr/lib/jvm/java-17-openjdk-amd64/src.zip, /usr/lib/jvm/java-17-openjdk-amd64/lib/src.zip. Java symbols will not be available.
2024.12.16 20:38:19 INFO  time: indexed workspace in 9.34s
2024.12.16 20:39:21 INFO  compiling lb1 (1 scala source)
2024.12.16 20:39:23 INFO  time: compiled lb1 in 2.17s
2024.12.16 20:39:27 INFO  time: code lens generation in 1.52s
